course_id,title,description,category,difficulty,rating,num_ratings,source,url
marketing-mix-capstone,Marketing Mix Capstone,"The capstone was well constructed and the choice of Tesla as a case study was on point. However, it would be nice to have the option of preparing a marketing mix plan for our own business - as an opti...",Business,Intermediate,5.0,4,Coursera,https://www.coursera.org/learn/marketing-mix-capstone
marketing-plan,Marketing Plan,It's a great course for people with basic marketing skills.  The emarketing textbook is very useful and its a must read for beginners This is a great course.  It help me a lot,Computer Science,Beginner,3.66,80,Coursera,https://www.coursera.org/learn/marketing-plan
marketing-sales-english,Marketing Sales English,The was the best part of the specialization !Highly recommend it,Computer Science,Intermediate,5.0,1,Coursera,https://www.coursera.org/learn/marketing-sales-english
marketing-strategy-entrepreneurs,Marketing Strategy Entrepreneurs,"It's Awesome & very Helpful .  一个非常好的课程It’s different from other courses I’ve taken and I really enjoy the style and stories by the instructor.  The titles are interesting and curious to read, but the...",Computer Science,Beginner,4.2,5,Coursera,https://www.coursera.org/learn/marketing-strategy-entrepreneurs
marketing-verde,Marketing Verde,"interesante Me parece excelente, aprendí muchísimo lo recomiendo para todas las personas que sean profesionales o estudiantes de mercadeo Gracias U.  Andes.  Muy bueno Fue muy interesante comprender a...",Computer Science,Beginner,4.78,168,Coursera,https://www.coursera.org/learn/marketing-verde
marketingplan,Really,Really involved and detailed.  Actual strategies discussed and not just theories.  Quite a few videos and external resources,Computer Science,Beginner,4.0,8,Coursera,https://www.coursera.org/learn/marketingplan
mastering-bitumen,Mastering Bitumen,"This course has been very helpful since am in the Oil and Gas industry where we sell bitumen.  My knowledge has been broadened and i thank Ecole des ponts, Total and Coursera for that.  Hoping you wil...",Computer Science,Advanced,4.89,9,Coursera,https://www.coursera.org/learn/mastering-bitumen
matematicas,Excelente,"Muy buen curso Es muy bueno para insertarse en el mundo de las finanzas Muy sencillo de entender, dinámico, con objetivos claros.  Es un curso ameno y muy práctico.  Excelente curso, muy apropiado par...",Computer Science,Beginner,4.76,21,Coursera,https://www.coursera.org/learn/matematicas
matematika-dlya-vseh,Matematika Dlya Vseh,"Спасибо за курс, если есть возможность, то в следующих курсах добавьте пожалуйста решения ко всем контрольным заданиям (желательно прикладывать видео решения задачи на доске) Спасибо большое за курс! ...",Computer Science,Intermediate,4.25,8,Coursera,https://www.coursera.org/learn/matematika-dlya-vseh
material-behavior,Material Behavior,A really nice course.  I would have wanted more about polymers.  Unable to download certain materials and no spontaneous reply was made 666 EXCELLENT LECTURES ABOUT THE MATERIALS Thank you Sir Thomas ...,Computer Science,Beginner,4.32,28,Coursera,https://www.coursera.org/learn/material-behavior
material-informatics,Material Informatics,"This is a great starter course for materials informatics.  It covers a good amount of topics and uses a nice case study to reinforce digital representation of data, spatial correlations, principal com...",Computer Science,Beginner,3.8,5,Coursera,https://www.coursera.org/learn/material-informatics
material-science-engineering,Material Science Engineering,Coursera is a very good platform it provides a platform to learn material processing with better course content .  Some quiz questions ask about material that is not discussed until later lectures.  S...,Computer Science,Intermediate,4.57,7,Coursera,https://www.coursera.org/learn/material-science-engineering
materials-science,Materials Science,"firts of all,i thank sir james F. shackel ford.  course content was very good",Computer Science,Beginner,4.56,91,Coursera,https://www.coursera.org/learn/materials-science
materials-structures,Materials Structures,The Mechanics of Materials course series is a must for any engineer.  The material is presented in a logical and straight forward manner with applications to the real world.  Dr,Computer Science,Beginner,4.89,19,Coursera,https://www.coursera.org/learn/materials-structures
mathematical-thinking,Mathematical Thinking,"excellent course.  Unfortunately i lacked the algebric basis to follow and completely understand all the exercises and examples given.  I followed all lessons trough the end, but was not able to do th...",Computer Science,Advanced,4.83,53,Coursera,https://www.coursera.org/learn/mathematical-thinking
mathematics-and-python,Mathematics And Python,Шикарный курс! Выявил у меня множество проблем с теоретической базой.  Весь следующий месяц посвящу ее наработке перед вторым курсом.  Очень неприятные впечатления оставил данный курс,Computer Science,Beginner,4.69,264,Coursera,https://www.coursera.org/learn/mathematics-and-python
mathematics-sport,Mathematics Sport,Pretty good course where you learn how to analyse performance via various statistical analysis techniques.  You also learn quite a bit in MS Excel.  Great course! I suggest to everyone interested in s...,Computer Science,Advanced,5.0,3,Coursera,https://www.coursera.org/learn/mathematics-sport
matlab,The,"T Very good course! The professor have a fine sense of humour, and the knowledge is easy to be absorbed.  With the homeworks, my skill on programming is indeed enhanced.  It's a great way to learn how...",Computer Science,Beginner,4.84,293,Coursera,https://www.coursera.org/learn/matlab
max-weber,Max Weber,清晰有趣，十分精彩。感谢郁老师！ 提出了我从未想过是问题的问题。 将晦涩的韦伯将的妙趣横生 这课程很好。 老师讲的很棒。 一、 配图和PPT直观清晰 二、老师阐述逻辑清晰 三、 针对内容老师能够主次鲜明。需要改进的地方是： 这个网页速度还是APP加载速度太慢了。 郁老师的讲解思路清晰结构严谨，对于初读韦伯著作的我来说是“福音”。 其实可以更加to the point 一点 打开了宗教研究、社会学研...,Computer Science,Beginner,4.55,22,Coursera,https://www.coursera.org/learn/max-weber
mba-lunwen-xiezuo,Mba Lunwen Xiezuo,nice,Business,Intermediate,5.0,1,Coursera,https://www.coursera.org/learn/mba-lunwen-xiezuo
mcs-ds-applicant,Mcs Ds Applicant,this course is including machine learning and analytics.  It is practically very beneficial and worth learning.  Short description of the course,Data Science,Advanced,4.8,5,Coursera,https://www.coursera.org/learn/mcs-ds-applicant
meaningful-marketing-insights,Meaningful Marketing Insights,"As someone with a very limited background in statistics, I found the course jumped very quickly from basics to extremely complicated statistical modeling with all the jargon that comes with it.  So ei...",Computer Science,Advanced,3.89,9,Coursera,https://www.coursera.org/learn/meaningful-marketing-insights
meat-we-eat,Meat We Eat,It was a great course! It has a lot of new and interesting information.  I learned a lot with it and will definitely use this knowlegde in the future.  It is worth it to who have some interest in the ...,Computer Science,Intermediate,3.5,2,Coursera,https://www.coursera.org/learn/meat-we-eat
mecanique-lagrangienne,Mecanique Lagrangienne,"Merci pour la clarté de ce cours ! quelques équations s'affichent mal dans les problèmes, c'est dommage. .",Computer Science,Intermediate,4.5,2,Coursera,https://www.coursera.org/learn/mecanique-lagrangienne
mecanique-newton,Mecanique Newton,"Cours très pédagogique avec de nombreuses expériences ainsi qu'une approche historique très intéressants.  La qualité du cours et la pertinence des exercices sont irréprochables.  En revanche, ce que ...",Computer Science,Beginner,4.45,11,Coursera,https://www.coursera.org/learn/mecanique-newton
